Code WZ 2008;TitleInGerman;Value_males;Value_females
682;Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen;61079;56263
68201;Vermietung, Verpachtung von eigenen oder geleasten Wohngrundstücken, Wohngebäuden und Wohnungen;45442;44342
68202;Vermietung, Verpachtung von eigenen oder geleasten Gewerbegrundstücken und Nichtwohngebäuden;15637;11921
683;Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte;64640;76626
68311;Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte;14961;21478
68312;Vermittlung von Gewerbegrundstücken und Nichtwohngebäuden für Dritte;4381;4374
68321;Verwaltung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte;34405;42388
68322;Verwaltung von Gewerbegrundstücken und Nichtwohngebäuden für Dritte;10893;8386
691;Rechtsberatung;28921;135987
69101;Rechtsanwaltskanzleien mit Notariat;5349;29643
69102;Rechtsanwaltskanzleien ohne Notariat;19038;85160
69103;Notariate;1272;11180
69104;Patentanwaltskanzleien;2010;6657
69109;Erbringung sonstiger juristischer Dienstleistungen a. n. g.;1252;3347
692;"Wirtschaftsprüfung und Steuerberatung; Buchführung";84948;227833
69201;Praxen von Wirtschaftsprüferinnen und -prüfern, Wirtschaftsprüfungsgesellschaften;31463;35843
69202;Praxen von vereidigten Buchprüferinnen und -prüfern, Buchprüfungsgesellschaften;323;1089
69203;Praxen von Steuerbevollmächtigten, Steuerberaterinnen und -beratern, Steuerberatungsgesellschaften;44715;175797
69204;Buchführung (ohne Datenverarbeitungsdienste);8447;15104
701;Verwaltung und Führung von Unternehmen und Betrieben;259354;259620
70101;Managementtätigkeiten von Holdinggesellschaften;22260;18698
70109;Sonstige Verwaltung und Führung von Unternehmen und Betrieben;237094;240922
702;Public-Relations- und Unternehmensberatung;107715;90372
70210;Public-Relations-Beratung;3153;6367
70220;Unternehmensberatung;104562;84005
711;Architektur- und Ingenieurbüros;320381;175326
71111;Architekturbüros für Hochbau;33169;42805
71112;Büros für Innenarchitektur;1446;2273
71113;Architekturbüros für Orts-, Regional- und Landesplanung;3667;4410
71114;Architekturbüros für Garten- und Landschaftsgestaltung;2696;4019
71121;Ingenieurbüros für bautechnische Gesamtplanung;62508;40657
71122;Ingenieurbüros für technische Fachplanung und Ingenieurdesign;192564;68317
71123;Vermessungsbüros;9716;4152
71129;Sonstige Ingenieurbüros;14615;8693
712;Technische, physikalische und chemische Untersuchung;67467;35405
71200;Technische, physikalische und chemische Untersuchung;67467;35405
721;Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin;126990;92701
72110;Forschung und Entwicklung im Bereich Biotechnologie;10743;10941
72190;Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin;116247;81760
722;Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften;4841;6612
72200;Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften;4841;6612
731;Werbung;58404;69961
73110;Werbeagenturen;52579;63065
73120;Vermarktung und Vermittlung von Werbezeiten und Werbeflächen;5825;6896
732;Markt- und Meinungsforschung;8029;9328
73200;Markt- und Meinungsforschung;8029;9328
741;Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design;7547;8382
74101;Industrie-, Produkt- und Mode-Design;2801;2945
74102;Grafik- und Kommunikationsdesign;3087;3747
74103;Interior Design und Raumgestaltung;1659;1690
742;Fotografie und Fotolabors;4424;7292
74201;Fotografie;2662;5344
74202;Fotolabors;1762;1948
743;Übersetzen und Dolmetschen;1787;3533
74301;Übersetzen;1511;2991
74302;Dolmetschen;276;542
749;Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.;20131;14496
74900;Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.;20131;14496
750;Veterinärwesen;3575;30005
75001;Tierarztpraxen;2417;26082
75009;Sonstiges Veterinärwesen;1158;3923
771;Vermietung von Kraftwagen;14821;8433
77110;Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger;12616;7625
77120;Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t;2205;808
772;Vermietung von Gebrauchsgütern;14615;8332
77210;Vermietung von Sport- und Freizeitgeräten;900;483
77220;Videotheken;293;311
77290;Vermietung von sonstigen Gebrauchsgütern;13422;7538
773;Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen;27502;7148
77310;Vermietung von landwirtschaftlichen Maschinen und Geräten;1144;353
77320;Vermietung von Baumaschinen und -geräten;13747;2608
77330;"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und 
-einrichtungen";552;404
77340;Vermietung von Wasserfahrzeugen;416;283
77350;Vermietung von Luftfahrzeugen;118;63
77390;Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.;11525;3437
774;Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights);3394;3285
77400;Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights);3394;3285
781;Vermittlung von Arbeitskräften;13710;11156
78100;Vermittlung von Arbeitskräften;13710;11156
782;Befristete Überlassung von Arbeitskräften;533064;207697
78200;Befristete Überlassung von Arbeitskräften;533064;207697
783;Sonstige Überlassung von Arbeitskräften;23362;8985
78300;Sonstige Überlassung von Arbeitskräften;23362;8985
791;Reisebüros und Reiseveranstalter;20591;50882
79110;Reisebüros;12919;37481
79120;Reiseveranstalter;7672;13401
799;Erbringung sonstiger Reservierungsdienstleistungen;4841;7566
79900;Erbringung sonstiger Reservierungsdienstleistungen;4841;7566
801;Private Wach- und Sicherheitsdienste;132938;37560
80100;Private Wach- und Sicherheitsdienste;132938;37560
802;Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen;5358;1358
80200;Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen;5358;1358
803;Detekteien;2028;645
80300;Detekteien;2028;645
811;Hausmeisterdienste;70140;30131
81100;Hausmeisterdienste;70140;30131
812;Reinigung von Gebäuden, Straßen und Verkehrsmitteln;206870;356529
81210;Allgemeine Gebäudereinigung;153012;332212
81221;Schornsteinreinigung;8906;2659
81229;Sonstige spezielle Reinigung von Gebäuden und Maschinen;27194;16079
81291;Reinigung von Verkehrsmitteln;4996;1137
81292;Desinfektion und Schädlingsbekämpfung;3296;1191
81299;Sonstige Reinigung a. n. g.;9466;3251
813;Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen;103930;21949
81301;Garten- und Landschaftsbau;101191;19814
81309;Erbringung von sonstigen gärtnerischen Dienstleistungen;2739;2135
821;Sekretariats- und Schreibdienste, Copy-Shops;4121;7771
82110;Allgemeine Sekretariats- und Schreibdienste;2429;5386
82190;"Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste";1692;2385
822;Call Center;56911;71076
82200;Call Center;56911;71076
823;Messe-, Ausstellungs- und Kongressveranstalter;17222;15064
82300;Messe-, Ausstellungs- und Kongressveranstalter;17222;15064
829;Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen;108630;100000
82911;Inkassobüros;5556;12715
82912;Auskunfteien;1929;2771
82920;Abfüllen und Verpacken;21800;17013
82991;Versteigerungsgewerbe;1455;1542
82999;Erbringung von anderen wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.;77890;65959
841;Öffentliche Verwaltung;490384;831765
84110;Allgemeine öffentliche Verwaltung;412744;749419
84120;Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen;27120;56641
84130;Wirtschaftsförderung, -ordnung und -aufsicht;50520;25705
842;Auswärtige Angelegenheiten, Verteidigung, Rechtspflege, öffentliche Sicherheit und Ordnung;82141;108685
84210;Auswärtige Angelegenheiten;4022;6467
84220;Verteidigung;34372;21753
84230;Rechtspflege;13458;46979
84240;Öffentliche Sicherheit und Ordnung;27221;32259
84250;Feuerwehren;3068;1227
843;Sozialversicherung;85173;230197
84300;Sozialversicherung;85173;230197
851;Kindergärten und Vorschulen;28632;379934
85101;Kindergärten;28381;378880
85102;Vorklassen, Schulkindergärten;251;1054
852;Grundschulen;13160;62687
85200;Grundschulen;13160;62687
853;Weiterführende Schulen;95603;206689
85311;Allgemein bildende weiterführende Schulen Sekundarbereich I;35843;102948
85312;Allgemein bildende weiterführende Schulen Sekundarbereich II;19419;41762
85320;Berufsbildende weiterführende Schulen;40341;61979
854;Tertiärer und post-sekundärer, nicht tertiärer Unterricht;160313;172923
85410;Post-sekundärer, nicht tertiärer Unterricht;1442;2190
85421;Universitäten;124612;125785
85422;Allgemeine Fachhochschulen;26252;28849
85423;Verwaltungsfachhochschulen;678;1234
85424;Berufsakademien, Fachakademien, Schulen des Gesundheitswesens;7329;14865
855;Sonstiger Unterricht;80961;113609
85510;Sport- und Freizeitunterricht;6090;7230
85520;Kulturunterricht;1577;3164
85530;Fahr- und Flugschulen;11839;6962
85591;Allgemeine und politische Erwachsenenbildung;4608;11987
85592;Berufliche Erwachsenenbildung;40013;54213
85599;Unterricht a. n. g.;16834;30053
856;Erbringung von Dienstleistungen für den Unterricht;384;820
85600;Erbringung von Dienstleistungen für den Unterricht;384;820
861;Krankenhäuser;344463;1090955
86101;Krankenhäuser (ohne Hochschulkliniken, Vorsorge- und Rehabilitationskliniken);246669;816062
86102;Hochschulkliniken;70076;181154
86103;Vorsorge- und Rehabilitationskliniken;27718;93739
862;Arzt- und Zahnarztpraxen;43265;671390
86210;Arztpraxen für Allgemeinmedizin;6244;121176
86220;Facharztpraxen;21834;307048
86230;Zahnarztpraxen;15187;243166
869;Gesundheitswesen a. n. g.;97277;256274
86901;"Praxen von psychologischen Psychotherapeutinnen und 
-therapeuten";1492;7783
86902;Massagepraxen, Krankengymnastikpraxen, Praxen von medizinischen Bademeisterinnen und Bademeistern, Hebammen und Entbindungspflegern sowie von verwandten Berufen;26083;108882
86903;Heilpraktikerpraxen;624;3332
86909;Sonstige selbstständige Tätigkeiten im Gesundheitswesen;69078;136277
871;Pflegeheime;109337;460352
87100;Pflegeheime;109337;460352
872;Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.;5357;12746
87200;Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.;5357;12746
873;"Altenheime; Alten- und Behindertenwohnheime";75185;300662
87300;"Altenheime; Alten- und Behindertenwohnheime";75185;300662
879;Sonstige Heime (ohne Erholungs- und Ferienheime);26073;68166
87900;Sonstige Heime (ohne Erholungs- und Ferienheime);26073;68166
881;Soziale Betreuung älterer Menschen und Behinderter;290042;511309
88101;Ambulante soziale Dienste;63467;333899
88102;Sonstige soziale Betreuung älterer Menschen und Behinderter;226575;177410
889;Sonstiges Sozialwesen (ohne Heime);140053;409399
88910;Tagesbetreuung von Kindern;6332;51560
88990;Sonstiges Sozialwesen a. n. g.;133721;357839
900;Kreative, künstlerische und unterhaltende Tätigkeiten;39753;32880
90011;Theaterensembles;4946;4498
90012;Ballettgruppen, Orchester, Kapellen und Chöre;3110;2502
90013;Selbstständige Artistinnen und Artisten, Zirkusgruppen;507;317
90014;Selbstständige Bühnen-, Film-, Hörfunk- und Fernsehkünstlerinnen und -künstler sowie sonstige darstellende Kunst;328;507
90020;Erbringung von Dienstleistungen für die darstellende Kunst;5295;2041
90031;Selbstständige Komponistinnen, Komponisten, Musikbearbeiterinnen und Musikbearbeiter;109;114
90032;Selbstständige Schriftstellerinnen und Schriftsteller;292;491
90033;Selbstständige bildende Künstlerinnen und Künstler;622;640
90034;Selbstständige Restauratorinnen und Restauratoren;925;661
90035;Selbstständige Journalistinnen und Journalisten, Pressefotografinnen und Pressefotografen;424;634
90041;Theater- und Konzertveranstalter;3898;4144
90042;Opern- und Schauspielhäuser, Konzerthallen und ähnliche Einrichtungen;18670;15762
90043;Varietés und Kleinkunstbühnen;627;569
910;Bibliotheken, Archive, Museen, botanische und zoologische Gärten;14669;22091
91010;Bibliotheken und Archive;4098;8716
91020;Museen;6071;8989
91030;Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen;815;821
91040;Botanische und zoologische Gärten sowie Naturparks;3685;3565
920;Spiel-, Wett- und Lotteriewesen;20617;38104
92001;Spielhallen und Betrieb von Spielautomaten;12025;30547
92002;Spielbanken und Spielklubs;3620;2366
92003;Wett-, Toto- und Lotteriewesen;4972;5191
931;Erbringung von Dienstleistungen des Sports;56567;48263
93110;Betrieb von Sportanlagen;18206;15414
93120;Sportvereine;19859;12009
93130;Fitnesszentren;13833;17366
93190;Erbringung von sonstigen Dienstleistungen des Sports;4669;3474
932;Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung;11291;8782
93210;Vergnügungs- und Themenparks;6691;4891
93290;Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.;4600;3891
941;Wirtschafts- und Arbeitgeberverbände, Berufsorganisationen;31854;51030
94110;Wirtschafts- und Arbeitgeberverbände;18961;25961
94120;Berufsorganisationen;12893;25069
942;Arbeitnehmervereinigungen;3984;6440
94200;Arbeitnehmervereinigungen;3984;6440
949;"Kirchliche Vereinigungen; politische Parteien sowie sonstige Interessenvertretungen und Vereinigungen a. n. g.";120699;264765
94910;Kirchliche und sonstige religiöse Vereinigungen;49919;129104
94920;Politische Parteien und Vereinigungen;1399;1714
94991;Organisationen der Bildung, Wissenschaft und Forschung;22086;42626
94992;Organisationen der Kultur;7772;13103
94993;Verbraucherorganisationen;5245;7220
94994;Jugendorganisationen;2839;5992
94999;Interessenvertretungen und Vereinigungen a. n. g.;31439;65006
951;Reparatur von Datenverarbeitungs- und Telekommunikationsgeräten;9085;2432
95110;Reparatur von Datenverarbeitungsgeräten und peripheren Geräten;6074;1725
95120;Reparatur von Telekommunikationsgeräten;3011;707
952;Reparatur von Gebrauchsgütern;14853;7570
95210;Reparatur von Geräten der Unterhaltungselektronik;4160;1525
95220;Reparatur von elektrischen Haushaltsgeräten und Gartengeräten;4266;1389
95230;Reparatur von Schuhen und Lederwaren;695;699
95240;Reparatur von Möbeln und Einrichtungsgegenständen;1676;763
95250;Reparatur von Uhren und Schmuck;340;724
95290;Reparatur von sonstigen Gebrauchsgütern;3716;2470
960;Erbringung von sonstigen überwiegend persönlichen Dienstleistungen;89180;239813
96010;Wäscherei und chemische Reinigung;16860;33212
96021;Frisörsalons;20190;135249
96022;Kosmetiksalons;2364;17832
96031;Bestattungsinstitute;6765;6148
96032;Friedhöfe und Krematorien;4972;2814
96040;Saunas, Solarien, Bäder u. Ä.;6018;11812
96090;Erbringung von sonstigen Dienstleistungen a. n. g.;32011;32746
970;Private Haushalte mit Hauspersonal;6897;41222
97000;Private Haushalte mit Hauspersonal;6897;41222
981;Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt;414;55
98100;Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt;414;55
982;Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt;105;157
98200;Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt;105;157
990;Exterritoriale Organisationen und Körperschaften;10796;7123
99000;Exterritoriale Organisationen und Körperschaften;10796;7123
ZZZ;Keine Angabe;746;547
ZZZZZ;Keine Angabe;746;547
